For Holesize 50
Number of sensor 600
1392.9627134284947 607.3120000001757 214.22472780902865
1364.3144658917236 633.2220000002018 340.2135965412991
1494.9188197106103 774.4180000002724 318.6546177421924
1416.5114646187503 786.0880000002317 240.65745173640238
1529.7334940148166 769.5720000002049 229.84048438032363
1455.147545065925 614.4100000002683 363.54094453156836
1257.3590140435153 345.1960000002276 338.9217801773197
1376.3886120454908 767.426000000209 325.0834687261792
1382.79217074316 742.9100000001839 420.35355431514483
1436.786705741064 546.9460000002534 355.9184442152436
number of times hole fully covered 0
average area reduced = 53.515622367342914
average distance traveled = 314.7409070174702
