For Holesize 60
Number of sensor 800
2304.429591775329 1500.4379999983046 463.05531711969235
2057.524385392643 1096.123999998849 422.84151527785014
2236.2592020221177 1138.1559999984452 739.2007624232729
2129.2679025977 1590.0799999983033 350.478463968667
2044.1699604560977 1013.2020000002868 425.4557694141745
2153.289139171556 1053.2359999996545 481.8074420217619
2121.442421581988 1288.605999998241 371.23164654599304
2148.3284368158247 1104.2019999987176 285.05226175835963
2062.385383099973 1034.7479999999805 526.1795058035875
2125.0314760314577 892.6880000002486 458.3205446592203
number of times hole fully covered 0
average area reduced = 45.32430760673235
average distance traveled = 452.36232289925795
