For Holesize 50
Number of sensor 520
1296.9104112748805 655.2340000002342 225.67797311097718
1417.985217867685 717.0340000002618 320.9091145938012
1510.1938752161234 879.8820000001998 100.78215259512477
1517.0817481328315 725.7860000002242 444.8122284673457
1577.2281974859857 950.3620000002268 314.79248349818806
1394.3569591643839 674.6580000002604 140.36219449522
1568.5282003627483 994.2280000003346 210.03326584154743
1376.4036546813422 824.0540000002985 197.83551715238255
1340.8797231647159 818.794000000215 289.1666569351241
1357.0910259880616 777.6240000002609 182.37096549802365
number of times hole fully covered 0
average area reduced = 44.25454814867197
average distance traveled = 242.67425521877345
