For Holesize 75
Number of sensor 800
4133.420544521331 3493.0999999989117 661.9866582121654
4133.149695582006 2910.699999998782 387.24881298201564
4129.877343449528 3669.4839999988853 436.978752785772
4156.579667403914 3270.1339999990687 489.7533678376603
4077.624235101343 2965.089999999107 313.5583581691913
4180.531702460861 3192.1259999988843 408.51564203452716
3785.5450329240566 2960.8439999990214 282.4668887206993
4071.678067585811 3087.767999998684 142.06931230793708
3792.224396632788 3044.3419999989346 181.77450742589545
4369.286129505405 3929.149999998959 325.0825376102483
number of times hole fully covered 0
average area reduced = 20.421429001132005
average distance traveled = 362.94348380861123
