For Holesize 50
Number of sensor 1000
1345.5500593270363 563.4340000002147 330.8067696116793
1389.0040303814699 410.5440000001703 480.05381295494806
1224.2455110314277 600.6860000002099 392.3055329706176
1338.0005206884016 709.798000000192 236.61064465979163
1246.518400671825 252.4079999998663 396.54612753365416
1270.2138793054723 573.0700000003028 373.30019994259976
1236.6005415899722 386.55800000016256 255.0239875685603
1236.1425763241332 500.5560000001824 237.81755356545855
1169.285372615675 225.0879999999051 416.21660078402215
1314.6829324916725 309.9620000001736 316.82541263100575
number of times hole fully covered 0
average area reduced = 64.65092651773112
average distance traveled = 343.5506642222337
