For Holesize 50
Number of sensor 700
1273.3753781277633 982.6300000002619 367.56174397194195
1291.6885632061894 614.9880000002327 236.41754390413092
1184.1726293950828 402.6200000001967 574.5388280270473
1398.9985549447879 408.8560000002325 418.56301983031403
1490.1487853931721 264.5939999999513 403.37425121291847
1407.452693723631 496.896000000232 373.80814067795575
1602.684296918665 961.9560000002649 193.7392616087791
1262.586483102379 510.9580000002468 271.0194211457214
1477.163159983399 1038.2279999998982 390.806614223744
1622.145644909136 787.0420000002719 307.1083518355135
number of times hole fully covered 0
average area reduced = 53.9641082841361
average distance traveled = 353.6937176438067
