For Holesize 50
Number of sensor 900
1270.81726884121 549.2200000002632 439.5758655950786
1199.1806697478726 484.90800000022034 245.59854058827864
1236.6171330763711 558.3600000001595 386.1955694467866
1264.3848442218684 548.18800000022 429.0862746877677
1179.1752740736786 328.3240000002096 312.5320783719612
1192.1758358089523 498.45200000021396 310.05250993044086
1237.2514239574898 567.2360000002042 184.47230869271203
1247.768032526178 443.24400000019443 380.48587728002906
1289.829500121695 460.0440000001927 453.47076814140627
1197.0184231734272 236.41799999989806 402.5069439307639
number of times hole fully covered 0
average area reduced = 62.139638984575996
average distance traveled = 354.39767366652245
