For Holesize 30
Number of sensor 800
152.48200660059604 5.907999999999797 119.48808220856165
138.32111235619118 3.0200000000000022 125.32563620897001
163.6874897499896 1.7600000000000013 288.42417934860913
154.11272349506874 4.667999999999929 201.44628664897883
143.54586363320928 2.736000000000002 174.94549663184347
135.53032854573854 1.256000000000001 179.43729949218653
133.4077873099998 2.668000000000002 267.16966377866765
129.93841716180873 0.5640000000000004 168.07284190296892
148.43397982400245 0.6080000000000004 275.26947479805636
152.85730320267783 1.6160000000000012 165.45675717929103
number of times hole fully covered 0
average area reduced = 98.31044669549576
average distance traveled = 196.50357181981335
