For Holesize 50
Number of sensor 900
1246.6134944656321 605.6740000001721 426.3811171130087
1217.081376432632 323.51800000015726 313.7000589923724
1137.1703637865187 299.48000000008244 454.29603529619874
1321.2246392279537 473.3700000002058 304.4126860461201
1402.8946728468172 636.6400000001871 207.69357295704785
1194.0092416090692 407.19800000017335 544.6424489111738
1338.1495145016797 619.7500000002764 469.11386728592475
1316.4521197309891 411.4140000002694 466.79028016688807
1479.8582453637187 710.9000000002605 384.5267026277982
1185.41807768216 668.0140000002457 165.97564148447074
number of times hole fully covered 0
average area reduced = 60.12287712169664
average distance traveled = 373.7532410881003
