For Holesize 50
Number of sensor 740
1395.3788508808375 638.1560000001928 383.59063722060114
1493.5266829904633 752.3640000001816 366.85559132834453
1422.2463974602153 946.2660000002397 410.8072835156172
1425.4676121206164 605.6320000002734 378.808027063217
1468.7392964824203 776.5440000001986 209.98327263686284
1290.7892618537862 612.4800000002145 173.03232180211495
1447.921496191488 609.4960000002351 422.6198081312057
1451.9323844105697 465.5080000001726 435.7255254477828
1364.1262670882115 863.1740000002239 174.67581927867437
1287.0661068809345 496.79800000021476 240.15009624490233
number of times hole fully covered 0
average area reduced = 51.851844957713524
average distance traveled = 319.6248382669323
