For Holesize 50
Number of sensor 940
1255.2396449373935 794.1400000002049 210.425286695199
1267.6521375437121 372.11600000019234 398.7247080917883
1264.744395155798 595.1560000002981 521.854114057393
1194.8710741882148 474.7280000002705 281.5614741075722
1330.0172507345326 402.59600000018145 418.81317445600286
1151.5419216931255 359.28200000017375 462.35741746110483
1219.331339484215 213.70999999987467 452.01985359027987
1129.0808565713041 428.0940000001782 384.0750697560151
1267.6162405686196 596.7240000001959 275.21914302219113
1163.1793106886264 336.6320000002173 299.6817849365576
number of times hole fully covered 0
average area reduced = 62.76640329850663
average distance traveled = 370.4732026174104
