For Holesize 50
Number of sensor 1000
1140.150953577895 451.6060000001736 360.87662502929913
1378.5051367613391 451.35200000020905 379.27982065934344
1192.579182677676 201.30999999991482 360.982839493082
1221.4571904905533 428.53200000021275 343.2057332648515
1275.2385944126368 326.8520000001495 282.7406106272645
1439.620160413762 526.6440000001851 410.8840414775762
1187.2026263346816 535.3320000001994 443.9590111107594
1204.5350456047265 332.66200000022036 368.71057539907036
1234.3662048132628 281.0760000000492 402.0428670012739
1246.9576053723329 381.57000000021037 266.20976512086673
number of times hole fully covered 0
average area reduced = 68.73915583157006
average distance traveled = 361.88918891833873
