For Holesize 50
Number of sensor 980
1399.102885958826 581.6700000002677 293.93886673708295
1282.0675617686575 377.79000000017174 472.97946196145216
1297.0002846047155 333.42000000014514 281.38184307928145
1210.8176615326095 352.0160000001855 374.3919340344845
1410.3802255278356 485.28400000016404 397.2774777346141
1321.0683833402368 252.86399999989763 615.0209391514519
1164.5998687891818 285.04600000002955 419.4452716176525
1291.7651495281477 485.6400000001836 434.9057288487519
1302.8895360533477 252.21799999989145 222.00423666524813
1263.8815229553168 440.4920000002047 170.84899471613608
number of times hole fully covered 0
average area reduced = 70.43481452985966
average distance traveled = 368.2194754546156
