For Holesize 48
Number of sensor 800
1059.57180113908 122.44000000004543 231.02345948970384
1186.0529747604771 256.2799999998838 207.89506407040173
1275.2242953862951 319.3300000001399 356.5809537480896
1101.3702844956297 157.9979999999561 357.92323815165025
1043.3300299727323 349.3780000001575 347.973733685573
1070.5371068356415 143.63199999998807 460.52290827019306
1065.1433026409204 247.84799999992947 301.5786050086291
1057.2174659897084 259.3859999999315 384.96383323804116
1126.5614890833306 202.52199999986027 332.68689876304353
1074.0458944615937 244.63599999989452 408.48834338807734
number of times hole fully covered 0
average area reduced = 79.19884637797553
average distance traveled = 338.96370378134026
