For Holesize 50
Number of sensor 520
1370.1101388685267 902.4020000002263 255.67276007979632
1394.6747382832464 747.1960000001911 254.3030221887172
1534.872668781972 1046.9859999997088 300.89202301546106
1497.9037211172595 769.4320000002637 177.207726512369
1526.142134252834 1119.4199999987027 267.323245870749
1424.4688118106822 733.4460000002751 315.8136132853784
1404.4657392374686 862.4380000002216 197.06986771009542
1579.83150999557 953.6580000002505 201.67744212423653
1430.0964511412344 610.4240000002453 220.82903599016154
1313.785232346169 742.4900000002094 184.97337427472314
number of times hole fully covered 0
average area reduced = 41.51715785648058
average distance traveled = 237.5762111051687
