For Holesize 50
Number of sensor 920
1376.1337503272757 400.80000000018003 199.14228643582737
1299.2326800950273 402.78600000017707 649.6884279293427
1274.5744296589128 521.5120000002162 395.6695147243583
1202.4978260848397 430.1680000001521 310.62056038075366
1098.4429520612841 411.48000000016907 302.633720245775
1224.055314631016 547.3220000001951 172.58673348729394
1190.6850462281461 276.2900000000394 443.1078796650887
1397.2788471828806 423.95400000021425 386.64477327790854
1312.0798534496132 492.29000000020767 384.4811335600226
1185.9531800841953 303.3980000001318 497.48086807343253
number of times hole fully covered 0
average area reduced = 66.43613892378896
average distance traveled = 374.2055897779803
