For Holesize 69
Number of sensor 800
3307.6348377575523 2528.539999998733 423.33817845325495
3160.096319080521 2579.717999998752 272.00627852957496
3418.597786926894 2481.435999998901 561.1339983366287
3545.4931169103093 2567.6059999990894 351.37422524870095
3255.0001072501937 2090.001999997841 458.43162742427285
3550.8141835118895 2776.5219999988485 485.08244489555557
3390.0522047903946 2344.2679999987913 323.46194976031757
3386.3615622386546 2520.8199999989765 321.81295874825986
3559.6500215123037 2312.545999998939 677.7684906117258
3227.3291090160915 2394.8699999990376 481.0280651135632
number of times hole fully covered 0
average area reduced = 27.174888384346126
average distance traveled = 435.5438217121855
