For Holesize 50
Number of sensor 960
1461.8004294016068 437.250000000211 389.8304616970549
1284.9284068485736 455.9620000002067 313.1044165634244
1189.311057708459 406.96600000017213 340.86727344106174
1240.1127816179828 540.0260000002072 338.64205725331993
1202.541102893213 532.1440000001897 174.97692039343764
1305.8865970269526 554.5160000002438 270.92209423519347
1546.3131890909135 433.50000000021885 347.33495820198556
1255.2308191088111 466.54400000023895 248.71962201141255
1154.8528471676436 255.19199999989323 462.3298961247303
1352.1408376345312 461.41600000023686 527.8777245700132
number of times hole fully covered 0
average area reduced = 64.86986545394242
average distance traveled = 341.4605424491634
