For Holesize 50
Number of sensor 540
1375.1328021087018 597.2720000002137 262.69736650804066
1454.7424921356737 514.5800000001907 232.9337288928422
1476.854912247402 637.720000000227 350.5054936107395
1385.6651551901612 518.0040000002504 245.59237501693104
1471.5356239987705 645.6040000002043 461.69618918592556
1277.7116257226453 648.6240000002497 171.39917449097507
1627.4934717729225 967.6880000002327 205.74766884571915
1447.5281243504153 955.0820000002316 255.28393959364848
1456.5277389700173 791.1000000002343 192.71841490161304
1449.9188103578247 763.0900000002098 282.7888244722493
number of times hole fully covered 0
average area reduced = 51.36093789266105
average distance traveled = 266.1363175518684
