For Holesize 50
Number of sensor 820
1391.3835766125194 520.1060000002442 460.7582044330028
1551.2998267627386 631.3540000002179 343.3661482372512
1201.382857648244 382.8480000001815 230.13659518011855
1274.3654919975388 423.282000000253 277.9045334389364
1253.607330154068 362.97600000018474 257.04595534903297
1424.9287951913648 790.8520000003308 499.1197831539124
1317.4285033965134 343.55600000020877 447.9742971131045
1355.4780538764655 440.78600000024323 399.30481453670967
1373.2350712880298 901.6920000002448 251.0099770743453
1426.5016871298294 581.6760000002247 409.0495983977869
number of times hole fully covered 0
average area reduced = 60.73481370143905
average distance traveled = 357.5669906914201
