For Holesize 30
Number of sensor 800
177.00723254335722 1.5240000000000011 271.3851164492037
119.25442398626542 15.183999999999124 224.3424419729439
185.13659193993146 6.6719999999997155 226.91459050372478
158.30686703155138 4.7279999999999225 223.82145885814626
153.46879286420824 1.500000000000001 226.88757763418224
140.43467592434385 2.932000000000002 159.88693570375995
142.99981795902002 1.312000000000001 143.02074597717942
143.3368162501149 0.34000000000000025 179.08549149804068
155.39724242701357 1.5920000000000012 172.48191795292888
142.77615089499653 14.577999999999058 171.59155064006396
number of times hole fully covered 0
average area reduced = 96.43613983993029
average distance traveled = 199.94178271901737
