For Holesize 63
Number of sensor 800
2629.6986010190194 1726.4919999981921 483.291215757512
2464.9915667411587 1506.689999998436 470.4223554347261
2577.8119078929903 1646.0519999980488 486.9648306694849
2455.59668227547 1405.1419999981351 445.7107733995798
2634.6192958796946 1309.969999998398 300.5325258519263
2531.7088143048813 1362.8679999983751 234.49118135336155
2667.6626368291954 1825.085999998202 499.2761519206283
2543.801549054987 1513.6219999983725 311.64001452856184
2725.1115758279057 1477.3539999984152 448.4300086075077
2636.948786028194 1617.9559999982375 402.3583822318905
number of times hole fully covered 0
average area reduced = 40.5105594439123
average distance traveled = 408.31174397551797
