For Holesize 57
Number of sensor 800
1912.8758941001252 903.6500000002258 487.8701233010119
1807.4691805627822 626.3300000002403 577.096728465372
1977.783461440537 916.9300000002177 264.714497745131
1945.2522972224654 786.3960000002483 537.3720184893731
1818.6932051596461 772.7120000002158 312.3564289103678
1841.5915314262302 792.4540000002403 525.1605611195093
1894.8749007961562 998.1580000002705 262.6543420744973
2083.083742603519 1066.6899999993734 296.7934903707663
1831.6510808930848 935.5180000002806 922.2326334306922
1796.858539527931 915.6780000002901 483.3208450517307
number of times hole fully covered 0
average area reduced = 53.98821905321046
average distance traveled = 466.95716689584515
