For Holesize 39
Number of sensor 800
535.0749215610383 6.163999999999764 152.60395257166695
494.39692760075565 21.86400000000091 480.4909844970156
536.041794387509 6.127999999999768 279.00992020634317
565.6904113154237 91.72400000002014 333.0185505968996
555.6647102509344 22.982000000001513 252.390857339278
500.3279572630081 5.119999999999879 177.78966449410402
505.63948533379096 7.29199999999964 380.5476334869908
625.4119847867796 7.46399999999962 269.7712719098267
581.1319104064805 8.84399999999947 228.73131092355797
515.0465319271725 13.635999999998981 280.30692772981394
number of times hole fully covered 0
average area reduced = 96.51036880709427
average distance traveled = 283.4661073755497
