For Holesize 50
Number of sensor 880
1351.2491592633576 556.8940000002318 507.69007485122944
1359.8048554218467 524.3200000002954 434.40449381472285
1287.7378635157606 693.9940000002066 199.076254933547
1232.1648045314914 544.5340000002135 297.4189758585959
1289.2002695729561 503.29600000021264 336.78175431170337
1232.0280092949954 584.5600000002152 379.7231408833733
1420.0576393537328 733.5240000002004 276.85380270388464
1220.8603948006958 353.3180000001513 321.23307001593116
1390.4517730049158 576.2680000002204 479.2209676405846
1347.8922994286963 567.0380000002148 349.2313486268962
number of times hole fully covered 0
average area reduced = 57.15483584688275
average distance traveled = 358.1633883640468
