For Holesize 72
Number of sensor 800
3675.896811783697 2643.799999998948 438.2754240534627
3625.9477919392048 2806.24399999872 251.16636300446618
3372.9694083752315 2267.7299999989737 461.66196020177443
3688.812402476537 2768.0319999989542 677.8159563595007
4014.5298951518084 2954.701999998926 351.25018168844326
3500.194384656151 2449.123999998498 582.2588691893802
3476.9922773266544 2543.963999999185 360.09895660789306
3516.454561064492 2528.877999998931 440.23404641412446
3537.5027546283413 2883.50599999888 313.61025649686724
3520.359718820423 3070.3739999988047 401.8213024620027
number of times hole fully covered 0
average area reduced = 25.103041460718025
average distance traveled = 427.8193316477915
