For Holesize 50
Number of sensor 580
1336.8827923596014 742.3820000002316 320.4379872981804
1500.4307419072643 982.8020000002343 291.9014471667002
1338.9489135861365 761.1920000002142 300.81884191663215
1408.4104016097067 669.1440000002525 226.27768910458164
1223.9964422460994 590.868000000253 238.41139975914732
1350.8753535849917 947.2460000002372 294.1115131180293
1347.4519000173236 527.3980000002258 385.0647958530092
1569.2756633740498 906.5080000002308 420.52983849752974
1435.047091139651 826.0480000002568 244.65776410158253
1467.5644792452913 621.6100000001796 399.15264667462515
number of times hole fully covered 0
average area reduced = 45.938731949692986
average distance traveled = 312.13639234900177
