For Holesize 50
Number of sensor 780
1383.4393869232174 634.6980000002354 238.3666391014423
1360.7954046762516 642.9600000002011 185.1793001131933
1293.172359603379 828.7620000002108 181.96560224973805
1287.1088571033265 531.8000000001674 356.03223692668956
1152.4094375719694 508.7080000001872 149.77781425554483
1348.8850056695765 559.9560000002226 333.4652345091691
1306.7688683717888 393.1860000002231 255.6677646283974
1246.177513661303 561.4660000002318 282.99502897332536
1224.231060296451 410.4600000001973 440.71735908508924
1268.3572063651482 294.0060000000956 340.90831815552013
number of times hole fully covered 0
average area reduced = 58.396096091228614
average distance traveled = 276.5075297998109
