For Holesize 50
Number of sensor 800
1278.964674625077 608.2200000001932 403.8435205927294
1177.0624878521517 530.1540000001849 131.37113592275924
1458.3892913321101 467.72400000019593 320.99866102676464
1358.8010887207047 502.4540000002529 258.11122635407503
1281.680746632725 382.4820000001496 374.8560017550984
1368.170064895398 715.5860000001763 416.22870618517004
1337.9866515306296 419.4120000002314 344.16523250045213
1176.6330498879038 416.03600000018594 128.67532610065194
1301.8771172299228 455.89800000025684 397.7700693169912
1127.7967845798935 625.2300000002714 258.2640235685949
number of times hole fully covered 0
average area reduced = 59.904889380439
average distance traveled = 303.4283903323287
