For Holesize 51
Number of sensor 800
1290.8481339992861 356.28200000014647 545.6958915638944
1408.9241014519366 652.1720000002058 285.7634557276445
1517.9826913577467 563.5020000002323 464.3912596553093
1331.8598993031164 304.35000000012934 323.82069579523494
1405.0934487204229 498.79400000017415 650.3531208188259
1497.692299071708 565.1440000002539 349.28873175919364
1339.1342549160652 411.5720000001636 392.58644608384077
1480.2180022592136 581.270000000197 605.7006903065883
1454.4717751271055 745.5580000002187 335.51014592690564
1397.8633575968881 326.2260000002045 421.81255520283406
number of times hole fully covered 0
average area reduced = 64.83035683718306
average distance traveled = 437.4922992840271
