For Holesize 50
Number of sensor 660
1332.2817641878453 621.3100000001949 245.8259411664194
1481.0769184923772 727.5680000002326 439.0976599543801
1522.1862864523032 837.6860000003486 312.7312966685057
1224.1181694838497 518.7220000002218 322.1184337776684
1423.9150203586196 638.3240000003356 423.93459535201765
1457.490828106053 630.9800000002366 358.62606931868044
1535.948107845226 400.0680000001877 415.3369412291225
1412.9187881123128 772.9480000002083 313.0855754315943
1390.2545078053745 668.6060000002296 502.9301228646549
1375.8084732227435 431.23400000023025 511.5565013201676
number of times hole fully covered 0
average area reduced = 55.85236571228029
average distance traveled = 384.52431370832113
