For Holesize 54
Number of sensor 800
1342.0928800708696 361.9120000001909 219.30077609021444
1573.8332309932152 742.5060000002094 380.62761034053625
1530.7160735839548 831.690000000247 381.90567856429203
1576.4246894173286 492.1300000002068 384.82959088252886
1630.733110172738 490.1180000001999 499.8523247070848
1514.3608677555144 848.5900000002612 420.41975841344833
1657.0996939636614 788.3080000002483 287.29815975237636
1430.8899257208477 565.2620000002186 218.3938367592553
1797.8112644793118 1113.0339999986988 409.38885000566415
1584.6034674695222 845.9060000002738 473.4542352710283
number of times hole fully covered 0
average area reduced = 55.18437155426292
average distance traveled = 367.5470820786429
