For Holesize 50
Number of sensor 600
1535.8304190224226 509.5920000001777 413.9714070086027
1278.1073883309705 646.7540000002233 408.8923101622943
1525.708740014204 934.7620000002902 302.99659255926014
1426.6135515984438 911.0920000002448 294.59025681783163
1462.344761658137 641.1740000002407 233.49526738358804
1341.6525361937554 758.3900000002355 276.12240308862573
1405.801328586329 778.9320000002576 262.96105797532647
1401.9730558732304 642.932000000225 169.59178335334767
1444.8404082447892 699.6480000002696 223.94716426622563
1329.9171967863597 671.9300000002404 308.7788794449893
number of times hole fully covered 0
average area reduced = 49.04981909816373
average distance traveled = 289.5347122060092
