For Holesize 50
Number of sensor 500
1426.5892108376108 778.5200000002312 222.17577533945783
1504.3977915428163 1058.6319999994425 154.91971689707822
1604.1695655151686 643.4420000002071 379.8987695405369
1536.3928345048112 1040.7579999998911 204.0203982494733
1573.0568275221399 685.9200000002646 178.9124325181308
1463.7022720508799 778.3500000002573 224.35984304465862
1517.1331160983111 964.2680000002814 226.40636772909838
1306.486964588014 717.0820000002552 291.7171086847327
1423.5665995968259 647.2400000002118 199.60466160686002
1614.690606089256 675.9420000002382 279.86533898080046
number of times hole fully covered 0
average area reduced = 46.46537637578355
average distance traveled = 236.18804125908272
