For Holesize 66
Number of sensor 800
2780.512124824791 1385.1679999975163 705.1284882395274
2793.5083704162507 1762.4519999981844 429.2260671679961
2751.2793545413874 1956.40999999778 282.6348619971563
2834.836247293131 1700.2379999978436 435.96055301259145
2828.411426667904 1967.5099999982092 285.73715874266674
2800.046208234775 1880.9519999979857 290.6977802065587
2937.805083189801 1749.5399999979213 534.4005175660623
2742.1995197970073 2355.72599999887 565.240674869835
2745.5150105503485 2064.419999997902 533.4904358998123
2928.649904112519 1910.6419999980524 480.69795891698755
number of times hole fully covered 0
average area reduced = 33.33769990598326
average distance traveled = 454.32144966191936
