For Holesize 60
Number of sensor 800
2105.4346382362683 1566.7879999982042 581.5342717008895
2012.207069674352 959.3540000002547 343.4129367626001
1998.3325518727838 936.9940000002495 674.9103012873975
2118.7496351491186 1047.87199999972 412.7841348894717
1988.9242565624022 1355.3299999987332 298.1288561412854
2206.614474414571 1430.1299999984878 495.5435785632904
2157.901876780141 1268.3279999984056 356.0947606301024
2216.864831601092 1419.5019999983454 409.6067243123247
2166.411827446871 1118.36199999847 599.002265694483
2420.873879172719 1357.0119999983735 374.67344333556605
number of times hole fully covered 0
average area reduced = 41.812076513278676
average distance traveled = 454.569127331741
