For Holesize 30
Number of sensor 800
160.42824350642636 14.791999999998815 302.6943953348454
176.03027196709576 1.7680000000000013 338.3078847235226
154.78158877064206 2.3920000000000017 206.99456602605278
155.67318717765409 1.6480000000000012 225.1244690811916
135.45113959364468 0.5280000000000004 201.59802252152934
134.78339460335374 5.467999999999841 126.76961727210278
157.1351227016345 4.651999999999931 115.11412088387884
125.04917460865396 6.0079999999997815 156.75773529672838
133.72974062663485 0.4080000000000003 195.39781522441723
133.1928175537185 7.855999999999578 328.7444190003913
number of times hole fully covered 0
average area reduced = 96.87562580295005
average distance traveled = 219.75030453646605
