For Holesize 50
Number of sensor 600
1164.4227559691183 863.614000000198 194.17853105042212
1321.7021713069726 714.3400000002349 238.481635926221
1331.5770155374582 618.930000000176 234.91267777244812
1453.8321999730101 823.102000000281 336.0312022914671
1469.7143293722017 873.7180000002447 190.99129713274192
1436.4802806867674 707.858000000238 348.1014770930918
1396.842096448104 784.8020000002255 330.47897784247056
1259.0033354458506 785.3600000002235 267.59785250175895
1502.8544863903608 785.2200000002756 372.5883167604527
1366.4333216550654 1076.1239999991642 211.8940051704319
number of times hole fully covered 0
average area reduced = 41.03976015596875
average distance traveled = 272.5255973541506
