For Holesize 50
Number of sensor 700
1285.4925996543823 691.8600000002091 207.3729167967768
1407.8042656135758 717.6900000002857 298.92584744392576
1219.1073864227662 604.8480000001805 203.16075795010107
1439.306493933659 543.5340000002308 407.39815862991514
1465.2254188350923 601.4920000002018 287.74809311149386
1332.3694143116468 704.6640000002087 229.13937456157436
1499.7736535553997 970.1680000003005 239.78285816380694
1325.9204711299333 580.1580000001625 424.7197049987278
1317.1307109318238 719.1700000001987 351.2811269482593
1472.061653746869 1075.649999999164 325.893432972189
number of times hole fully covered 0
average area reduced = 47.77682053229097
average distance traveled = 297.542227157677
