For Holesize 50
Number of sensor 500
1287.0019128250722 591.8540000001962 286.0453553477677
1411.0651041565254 749.4440000002703 126.89512074402211
1523.6802574887101 1230.945999998455 224.55845639841857
1323.0615820402118 983.9820000001891 129.67918013247575
1523.2668446539049 1153.3219999984092 152.33735394769394
1227.8568668705693 678.6380000002076 208.94242417531825
1383.3855728070425 564.9160000001987 338.8300167492994
1526.9442557433167 1055.8579999994909 192.72816900126185
1275.6207430157494 764.5800000002405 272.8253476491782
1579.429167992498 811.7500000002624 311.06528869026573
number of times hole fully covered 0
average area reduced = 39.344068870281475
average distance traveled = 224.39067128357016
