For Holesize 50
Number of sensor 800
1317.5868596170549 759.1880000002395 352.90855975623055
1273.8568752682918 470.54000000016947 353.74479575459577
1309.7373908981463 521.2860000002139 227.9720193041604
1226.5707193166668 248.22999999989028 382.77664527307917
1308.4423010000855 423.3600000001413 388.11322954098824
1154.1044231012465 449.89200000020287 220.55318893055224
1198.7802595483533 341.15600000017946 211.0509849300152
1259.7428119437452 264.0859999999518 324.2494064250103
1387.40285736125 621.0760000002374 651.6883058580895
1234.3916656339786 510.90400000018906 233.44938025358226
number of times hole fully covered 0
average area reduced = 63.84891527799444
average distance traveled = 334.6506516026303
